0,0,null,null,MSpicuzzaMJS,MSpicuzzaMJS,
0,0,null,null,Energized_1,Energized_1,
0,0,null,null,Morning_Joe,Morning_Joe,
0,0,null,null,JoeNBC,JoeNBC,
0,0,null,null,morningmika,morningmika,
2472,7955,senate_group,Connecticut,CTSenateDems,CTSenateDems,democrat
0,0,null,null,hartfordcourant,hartfordcourant,
0,0,null,null,GreenMtnPower,GreenMtnPower,
0,0,null,null,billclinton,billclinton,
0,0,null,null,SenRoberts,SenRoberts,
0,0,null,null,NPR,NPR,
0,0,null,null,ProPublica,ProPublica,
0,0,null,null,SethGitell,SethGitell,
0,0,null,null,marty_walsh,marty_walsh,
0,0,null,null,KET,KET,
0,0,null,null,TheDemocrats,TheDemocrats,
1607,6168,senate_group,Massachusetts,massgop,massgop,GOP
0,0,null,null,KirstenHughesMA,KirstenHughesMA,
0,0,null,null,Reince,Reince,
0,0,null,null,VLCTAdvocacy,VLCTAdvocacy,
13779,1097745,presidential_candidate,na,tedcruz,tedcruz,GOP
0,0,null,null,Bradleybowman,Bradleybowman,
0,0,null,null,adambeam,adambeam,
0,0,null,null,Greg_Lavelle,Greg_Lavelle,
0,0,null,null,jeffcardwell,jeffcardwell,
0,0,null,null,emrichards,emrichards,
0,0,null,null,keegankyle,keegankyle,
0,0,null,null,ericlitke,ericlitke,
0,0,null,null,WisWatch,WisWatch,
0,0,null,null,journalsentinel,journalsentinel,
0,0,null,null,rbarrettJS,rbarrettJS,
0,0,null,null,CJR,CJR,
0,0,null,null,abecker_4,abecker_4,
0,0,null,null,DavidDHaynes,DavidDHaynes,
0,0,null,null,PolitiFactWisc,PolitiFactWisc,
0,0,null,null,KCCINews,KCCINews,
0,0,null,null,Marissa_E,Marissa_E,
0,0,null,null,KYTreasurer,KYTreasurer,
0,0,null,null,LASmithReports,LASmithReports,
996,1744,reporter,Wyoming,Laurahancock,laurahancock,na
0,0,null,null,SenJulieLassa,SenJulieLassa,
0,0,null,null,INHouseGOP,INHouseGOP,
0,0,null,null,Paula_Dockery,Paula_Dockery,
0,0,null,null,BreitbartNews,BreitbartNews,
0,0,null,null,jgatesnews,jgatesnews,
0,0,null,null,healerhauler,healerhauler,
0,0,null,null,DrRandyFriese,DrRandyFriese,
0,0,null,null,AZHouseDems,AZHouseDems,
3824,9912,senate_group,New Jersey,senatenj,senatenj,GOP
0,0,null,null,starledger,starledger,
0,0,null,null,coryjcrowley,coryjcrowley,
102,741,senate_group,Maine,mainesenatedems,mainesenatedems,democrat
0,0,null,null,JustinAlfond,JustinAlfond,
0,0,null,null,WCSH6,WCSH6,
0,0,null,null,SenShilling,SenShilling,
0,0,null,null,RonicaCleary,RonicaCleary,
0,0,null,null,MayorStanton,MayorStanton,
0,0,null,null,dtvalenzuelaphx,dtvalenzuelaphx,
0,0,null,null,MRNowakowski,MRNowakowski,
0,0,null,null,CityofPhoenixAZ,CityofPhoenixAZ,
0,0,null,null,idaveprice,idaveprice,
0,0,null,null,FOX61News,FOX61News,
332,1798,reporter,SD,ArgusJellis,argusjellis,na
1338,7675,senate_group,Pennsylvania,PASenateGOP,PASenateGOP,GOP
0,0,null,null,nppalawyer,nppalawyer,
0,0,null,null,NPPA,NPPA,
0,0,null,null,BarackObama,BarackObama,
0,0,null,null,RepLynch,RepLynch,
0,0,null,null,Suffolk_U,Suffolk_U,
0,0,null,null,COHouseGOP,COHouseGOP,
0,0,null,null,cxcskiing,cxcskiing,
0,0,null,null,BilldeBlasio,BilldeBlasio,
0,0,null,null,ElkhartTruth,ElkhartTruth,
0,0,null,null,MiamiHurricanes,MiamiHurricanes,
0,0,null,null,Manny_A_Diaz,Manny_A_Diaz,
0,0,null,null,IndyPoliticsOrg,IndyPoliticsOrg,
0,0,null,null,GoMarlin,GoMarlin,
0,0,null,null,ToddYoungIN,ToddYoungIN,
0,0,null,null,HolcombForIN,HolcombForIN,
2825,8138,senate_group,IA,IowaSenate,IowaSenate,democrat
0,0,null,null,Thomas4Ohio,Thomas4Ohio,
0,0,null,null,BuzzFeedNews,BuzzFeedNews,
0,0,null,null,DieterBradbury,DieterBradbury,
0,0,null,null,ScottDolan,ScottDolan,
0,0,null,null,SenGuzman,SenGuzman,
0,0,null,null,iowahospital,iowahospital,
0,0,null,null,markhawke,markhawke,
0,0,null,null,HarryReid,HarryReid,
0,0,null,null,GovMattMead,GovMattMead,
1162,1706,reporter,South Carolina,Jeremy_Borden,Jeremy_Borden,na
0,0,null,null,markberman,markberman,
0,0,null,null,KeshaRam,KeshaRam,
1082,2839,reporter,Washington,olympiajoe,OlympiaJoe,na
0,0,null,null,Jim_Brunner,Jim_Brunner,
0,0,null,null,RepJimMcDermott,RepJimMcDermott,
0,0,null,null,HofstraU,HofstraU,
0,0,null,null,LaneDeGregory,LaneDeGregory,
0,0,null,null,SenatorReid,SenatorReid,
0,0,null,null,RBegany,RBegany,
390,6616,senate_group,New Hampshire,NHGOP,NHGOP,GOP
1771,6203,general,na,jdistaso,jdistaso,na
0,0,null,null,FITNtownhall,FITNtownhall,
331,75804,general,na,null,WMUR9,na
0,0,null,null,Milfordmirror,Milfordmirror,
0,0,null,null,toddgillman,toddgillman,
0,0,null,null,RepFredette,RepFredette,
0,0,null,null,KevinMillerPPH,KevinMillerPPH,
0,0,null,null,KyWhitney,KyWhitney,
0,0,null,null,DirectorLRC,DirectorLRC,
0,0,null,null,Tot12Tator,Tot12Tator,
0,0,null,null,FasterSkier,FasterSkier,
0,0,null,null,jmhudson,jmhudson,
2154,7669,senate_group,Michigan,MISenDems,MISenDems,democrat
0,0,null,null,jimananich,jimananich,
0,0,null,null,MLive,MLive,
0,0,null,null,GovernorHassan,GovernorHassan,
0,0,null,null,MayorKevinDumas,MayorKevinDumas,
0,0,null,null,SenatorPersaud,SenatorPersaud,
0,0,null,null,JoAnneSimonBK52,JoAnneSimonBK52,
0,0,null,null,POTUS,POTUS,
0,0,null,null,kevinmullin,kevinmullin,
0,0,null,null,StephenMoore,StephenMoore,
0,0,null,null,akscojo,akscojo,
0,0,null,null,gromerjeffers,gromerjeffers,
0,0,null,null,chrisuthe,chrisuthe,
0,0,null,null,gazettedotcom,gazettedotcom,
603,5258,senate_group,AZ,AZSenateGOP,AZSenateGOP,GOP
665,5488,senate_group,Minnesota,mnsrc,mnsrc,GOP
647,1643,Senator,AZ,CarlyleBegay,CarlyleBegay,democrat
0,0,null,null,LynnFitch,LynnFitch,
0,0,null,null,taybalkom,taybalkom,
0,0,null,null,kitaq,kitaq,
0,0,null,null,GovPeterShumlin,GovPeterShumlin,
0,0,null,null,TheTimesLeader,TheTimesLeader,
38,1886,Senator,AZ,SenatorAbleser,SenatorAbleser,democrat
0,0,null,null,SenDeanHeller,SenDeanHeller,
0,0,null,null,SHNSMurphy,SHNSMurphy,
0,0,null,null,SenStan,SenStan,
1816,11470,senate_group,Virginia,vademocrats,vademocrats,democrat
0,0,null,null,EEBolton,EEBolton,
0,0,null,null,SenBillCadman,SenBillCadman,
0,0,null,null,CapitolSchrader,CapitolSchrader,
0,0,null,null,TBTimesBiz,TBTimesBiz,
0,0,null,null,MultiStateAssoc,MultiStateAssoc,
468,8434,senate_group,New York,NYSenDems,NYSenDems,democrat
0,0,null,null,gofishwyo,gofishwyo,
667,8903,senate_group,IL,ILSenateGOP,ILSenateGOP,GOP
0,0,null,null,mike_pence,mike_pence,
0,0,null,null,nprpolitics,nprpolitics,
0,0,null,null,freep,freep,
0,0,null,null,scottmdaugherty,scottmdaugherty,
0,0,null,null,JoelAschbrenner,JoelAschbrenner,
0,0,null,null,BizWeaver,BizWeaver,
0,0,null,null,Rossputin,Rossputin,
0,0,null,null,khow,khow,
0,0,null,null,thebigshort,thebigshort,
0,0,null,null,tunein,tunein,
0,0,null,null,AKMatty,AKMatty,
0,0,null,null,ConradWV,ConradWV,
0,0,null,null,TracyJeffords,TracyJeffords,
0,0,null,null,jackcolins1,jackcolins1,
0,0,null,null,PeterWBarca,PeterWBarca,
0,0,null,null,gopTODD,gopTODD,
645,3132,reporter,Montana,mikedennison,mikedennison,na
0,0,null,null,philwillon,philwillon,
0,0,null,null,BradAshford16,BradAshford16,
0,0,null,null,JeffYoung,JeffYoung,
0,0,null,null,mattstonephotog,mattstonephotog,
1635,6205,reporter,Kansas,BryanLowry3,BryanLowry3,na
0,0,null,null,DurangoHerald,DurangoHerald,
0,0,null,null,toniatkins,toniatkins,
0,0,null,null,RalstonReports,RalstonReports,
0,0,null,null,KilloughCNN,KilloughCNN,
0,0,null,null,DaveSnider,DaveSnider,
0,0,null,null,BenjaminRowell,BenjaminRowell,
0,0,null,null,BDTPerry,BDTPerry,
0,0,null,null,nscorp,nscorp,
0,0,null,null,JaromirBlagr,JaromirBlagr,
0,0,null,null,oreillyfactor,oreillyfactor,
0,0,null,null,ForrestDunbarAK,ForrestDunbarAK,
0,0,null,null,GovMattBevin,GovMattBevin,
0,0,null,null,andrew_gardner,andrew_gardner,
0,0,null,null,CongPalazzo,CongPalazzo,
0,0,null,null,reesehanneman,reesehanneman,
0,0,null,null,KyAuditorHarmon,KyAuditorHarmon,
0,0,null,null,bricewigginsMS,bricewigginsMS,
0,0,null,null,_JRobison,_JRobison,
0,0,null,null,GattonAcademy,GattonAcademy,
0,0,null,null,Gramitt,Gramitt,
0,0,null,null,troyconway,troyconway,
0,0,null,null,thecybermenace,thecybermenace,
0,0,null,null,JBrownYR,JBrownYR,
598,3212,senate_group,Nevada,NVSenateDems,NVSenateDems,democrat
0,0,null,null,CityOfLasVegas,CityOfLasVegas,
0,0,null,null,CES,CES,
0,0,null,null,samuelghaddad,samuelghaddad,
0,0,null,null,Mark98z,Mark98z,
0,0,null,null,djw11223,djw11223,
0,0,null,null,SalRiccobono,SalRiccobono,
0,0,null,null,iLoveiDevices,iLoveiDevices,
0,0,null,null,EdwinRo47796972,EdwinRo47796972,
0,0,null,null,happyjack225,happyjack225,
0,0,null,null,krauthammer,krauthammer,
0,0,null,null,ghosthunter_lol,ghosthunter_lol,
0,0,null,null,marybnall01,marybnall01,
0,0,null,null,lilredfrmkokomo,lilredfrmkokomo,
0,0,null,null,eorden,eorden,
0,0,null,null,rickklein,rickklein,
0,0,null,null,ABC,ABC,
0,0,null,null,CSTribune,CSTribune,
70,6581,senate_group,California,SenateRepCaucus,SenateRepCaucus,GOP
0,0,null,null,KJZZ_ME,KJZZ_ME,
0,0,null,null,DianeF123,DianeF123,
0,0,null,null,kclaurab,kclaurab,
0,0,null,null,AmericaNewsroom,AmericaNewsroom,
0,0,null,null,BethBye5,BethBye5,
